tweet_id,author,account_category,publish_date,content
297526,WAYNE_DRAKE_,RightTroll,2016-02-05 13:43:00,Meghan Trainor - Meghan Trainor - Like I'm Gonna Lose You ft. John https://t.co/nWcZSh6k8c #WakeUpAmerica #teaparty #tcot
298740,WESTERNWINDWES,RightTroll,2016-02-11 07:57:00,Meghan Trainor - Meghan Trainor - Like I'm Gonna Lose You ft. John https://t.co/tx8Yw20KaE #WakeUpAmerica #teaparty #tcot
312336,WOKELUISA,LeftTroll,2017-11-14 21:02:00,Sessions has zero senior staff members that are African American. I'm not surprised #SessionsHearing
312554,WOKELUISA,LeftTroll,2017-12-14 23:18:00,FAKE Trump: âI'm giving giant tax cuts to American people for Christmasâ   REAL Trump: âI'm taking away your internet for Christmasâ  #NetNeutrality
312797,WOKELUISA,LeftTroll,2018-02-18 00:10:00,"All I can say is I'm more inspired by the children of America than the adults! Thank you, Emma Gonzalez!"
312822,WOKELUISA,LeftTroll,2018-02-20 01:49:00,"Emma Gonzalez on Trump: âThe best thing for us to do is ignore him and to continue fighting our fight, the fight he refuses to acknowledgeâ  I'm more inspired by the children of America than the adults! Thank you, Emma Gonzalez!"
312832,WOKELUISA,LeftTroll,2018-02-21 19:05:00,"Emma Gonzalez on Trump: âThe best thing for us to do is ignore him and  to continue fighting our fight, the fight he refuses to acknowledgeâ   I'm more inspired by the children of America than the adults! Thank you,  Emma Gonzalez!  #ParklandStudentsSpeak"
313127,WOKELUISA,LeftTroll,2018-03-14 23:06:00,I'm more inspired by the children of America than the adults! You are making a difference! #NationalStudentWalkout
313558,WOKELUISA,LeftTroll,2017-04-22 19:34:00,"PEPSI: We're the worst UNITED: No way, we are  SEAN SPICY: Ha! I'm a Hitler lover AMERICAN AIRLINES: Hold my beer"
20909,POL_WARRIOR,RightTroll,2017-09-10 00:31:00,"'@SheriffClarke: ""I'm tired of the crocodile tears about the illegal immigrants... we need to feel bad for Americans who can't find work."" https://t.co/dSaZASaNF2'"
25304,POWER_4LIFE,RightTroll,2015-11-11 02:58:00,#GOPDebateQuestions I'm sick of these militarist republican idiots! Why should America rely on military power only!? #GOPStop
58551,RANDOLPHBURRR,LeftTroll,2017-05-04 11:36:00,'@nelsongeorge @neilhimself @AmericanGodsSTZ This is why I'm glad he's an exec producer &amp; if anyone has the sensibility it's @BryanFuller'
69884,REDLANEWS,RightTroll,2016-06-29 02:34:00,"Democrats are saying ""I'm with her"" while we at Trump rally shouting ""USA"" We need a true American leader #Trump2016 https://t.co/VwRd4HmQYk"
79260,RH0LBR00K,RightTroll,2016-02-04 16:59:00,New Edition - I'm Still In Love With You https://t.co/muA6LA5l7B #WakeUpAmerica #teaparty #tcot
112794,RIGHTNPR,RightTroll,2016-10-05 19:23:00,"""I'm running to represent Americans and we are going to make America rich again."" - Trump #henderson https://t.co/7ZHU4yVmEQ"
120824,ROBERTEBONYKING,LeftTroll,2016-02-02 13:05:00,I'm getting a lot of inspiration knowing how much black people have done for the world #AmericanHistoryIsBlack #BlackHistoryMonth
181983,RYANMAXWELL_1,RightTroll,2016-11-08 23:19:00,Yes I'm lesbian but I will be voting for trump he's the best thing for America. #Trump2k16 #TrumpPence16 #TrumpTrain #TrumpForPresident
183148,RYANMAXWELL_1,RightTroll,2015-03-10 20:39:00,I'm scared af!!!! Awful news! #phosphorusdisaster  in American Falls
